SampleID,NN_ADE,NN_FDE,NN_MaxPos,NN_MAE_v,NN_MAE_w,NN_MAE_theta,Kin_ADE,Kin_FDE,Kin_MaxPos,Kin_MAE_v,Kin_MAE_w,Kin_MAE_theta,Imp_ADE,Imp_FDE,Imp_MaxPos,Imp_MAE_v,Imp_MAE_w,Imp_MAE_theta
55,0.1351866058067318,0.2410532458973672,0.2647074780749674,0.035780559419751896,0.02443120436406077,0.01696815846590524,0.15186198881473004,0.2909774595579884,0.3099277004637187,0.049565575032085245,0.06519210442849357,0.032966325502639136,10.980616767993217,17.15741615740923,14.590571388453524,27.811672927046455,62.52428943928585,48.52881476115121
155,0.05701004266885216,0.17528395262213065,0.17528395262213065,0.10436728817256019,0.02962719375994906,0.04800382059659057,0.365909504985986,0.5204120066543441,0.5750371056573408,0.14361813351122865,0.05701416749147159,0.08569754544616513,84.419633299486,66.31823432572077,69.51780139096265,27.33000657998363,48.03538302233245,43.98460265498924
255,0.20344963113250808,0.3572743423156632,0.3572743423156632,0.03594182692594518,0.02360652501524841,0.05909590376765462,0.1728985351568173,0.3207154874534014,0.3207154874534014,0.04042276455154476,0.060899791415774535,0.06230108791492921,-17.669956514079907,-11.399154793724653,-11.399154793724653,11.085183498238356,61.237100380061825,5.144668021931171
355,0.06818468406511759,0.14301346014056301,0.14301346014056301,0.03473817517610962,0.027090817263711486,0.012205334948701598,0.06139757319919108,0.12647995737035472,0.12647995737035472,0.03564274462012574,0.052414085533130914,0.05642816749538322,-11.054363409295028,-13.072033794093871,-13.072033794093871,2.5378781955678846,48.31386069573341,78.37013766271924
455,0.05689050082324947,0.11820024547678187,0.11820024547678187,0.035012822829642874,0.019406863532523244,0.05202049618259545,0.09811326913704398,0.23720944569125918,0.23720944569125918,0.03296930730091404,0.03538562215532738,0.09273243968719924,42.015487483364566,50.17051486616354,50.17051486616354,-6.198236165769185,45.15607653488297,43.90259076751504
555,0.13484483165857178,0.25700251630301074,0.25700251630301074,0.03521296535221277,0.03294736092577781,0.03620513460015414,0.1265186137976275,0.2647653160186042,0.2647653160186042,0.03901349432243129,0.02673616543179464,0.030219175618652904,-6.5810220417546335,2.931954922316182,2.931954922316182,9.741575411852713,-23.231437244911785,-19.808478752168146
655,0.11824356313529717,0.23546017272122513,0.23877820012145573,0.028518287395293527,0.02541307426105178,0.05505320012681564,0.11306875626696536,0.22383387865222237,0.22727634404096125,0.02279970967676068,0.025548287810889143,0.04134593142297813,-4.576690360079345,-5.19416191106034,-5.060736139974839,-25.081800600126442,0.529247011925908,-33.152642187713916
755,0.12529135970551328,0.1784151128686222,0.21953032759934277,0.08191897170757706,0.0319446531439524,0.0528141151262312,0.07997381478109972,0.15407177973120065,0.22280236279151064,0.08775313705046799,0.03550291944020889,0.06465753091770729,-56.665478630042166,-15.799994768601897,1.4685819087249574,6.648383794570924,10.022461116892174,18.31714824766471
855,0.15534924391165514,0.2867882719053356,0.29625173766315605,0.1146640262638325,0.03738918712212309,0.08706035599131008,0.2809497499239854,0.8388378478306997,0.8388378478306997,0.28264423275730294,0.07035448442487878,0.1710597699196967,44.70568350614767,65.81123841192996,64.68307451442658,59.431676653989754,46.85600011461173,49.10530042675715
955,0.12491089901152909,0.30124138948827606,0.30124138948827606,0.09272504535879467,0.06051271419616454,0.015788148329177566,0.20194228435769385,0.46496525950636286,0.46496525950636286,0.0528802756672582,0.07214504953786943,0.1581501662657021,38.14524807975409,35.212065131899664,35.212065131899664,-75.34902038380842,16.123539198069302,90.01698910473954
1055,0.16715785662995913,0.2922367000267566,0.3079563855807764,0.042106393976199294,0.022418810622307942,0.05174359736473278,0.19875358750160765,0.34728502231897945,0.361067280381299,0.07384935933540356,0.05066493629212583,0.06487561962710436,15.896936135249861,15.85104993144831,14.709417797269166,42.98339978148816,55.7508362528185,20.24184483763321
1155,0.12105705594591618,0.177201149561294,0.21549293934391323,0.027233354130870493,0.0305659138636465,0.036992900527057455,0.14409100096561078,0.2742429096989876,0.2742429096989876,0.033275666639076,0.06659531196828461,0.10463418820547496,15.985692975505087,35.385330561219554,21.422603202233773,18.158351487720314,54.102003639230304,64.64549382806622
1255,0.08048666136135439,0.1669512474013777,0.18087966278149126,0.03877207572613698,0.02430086199416496,0.057149907640615984,0.05965959773059031,0.1052731566654958,0.11255719613474463,0.042964601618034115,0.028633718468899234,0.05978274222279224,-34.90982913564812,-58.5886209642818,-60.700220859229944,9.758093253533973,15.132007669351244,4.404004373644285
1355,0.07722764596503143,0.22225084466082712,0.24232618251017798,0.03927431221457616,0.01803354839469183,0.014680557698425118,0.1170821282210809,0.28186587310925537,0.30227401046438973,0.041200510626868254,0.02098388845598558,0.019786369355340765,34.03976581361252,21.150140593757012,19.832279944316973,4.675180921267402,14.060025468979145,25.80469193322462
1455,0.08907448968117812,0.179664341538297,0.2162918099324391,0.05585974780260279,0.026327309811305183,0.02198697823069907,0.17338784082595327,0.40374493393798633,0.45816261847323503,0.13335317995327806,0.035301079309068034,0.03471172134322574,48.62702640689141,55.50053352102425,52.79147594947787,58.11142424787025,25.420666091242417,36.65834657609108
1555,0.13823915122833563,0.2729797171736975,0.2729797171736975,0.060328551599332834,0.02861292799968076,0.01984369640551956,0.37213472908721845,0.6806139283702609,0.6806139283702609,0.2055134553830821,0.040378228071930984,0.04401260922808777,62.85239177557759,59.892134763190775,59.892134763190775,70.64496264398895,29.13773247129905,54.913610545825584
1655,0.10481217360469942,0.12319693981559966,0.1950911696203181,0.07070615535021064,0.04273062488542858,0.056225078544115084,0.1639930918660858,0.6792677723838292,0.6792677723838292,0.25774351700750125,0.053780166320249706,0.06982288766952024,36.087445872239904,81.86327324447456,71.27919539953099,72.56724197328586,20.545755416640784,19.474716069843968
1755,0.08425110066258155,0.17841222255822525,0.17841222255822525,0.0726203853476026,0.02699924022903085,0.09710601320072357,0.23895431360723154,0.19035053740188404,0.5206071043045839,0.3160300655839394,0.03494177654438456,0.08662147562063718,64.7417536052248,6.271752634169671,65.72996774668594,77.02105171119733,22.730774164458282,-12.103854736906017
1855,0.08181242247896588,0.2121113852688536,0.2121113852688536,0.07610728900217888,0.023506681257512502,0.03439196166112634,0.30529024924141307,0.567613621724924,0.567613621724924,0.15461558210516907,0.0673410611774173,0.08123297290783335,73.20175712055861,62.6310262561587,62.6310262561587,50.776443120454104,65.0930935056375,57.662559389341396
1955,0.08342352470957731,0.20500998615654523,0.20500998615654523,0.05844812055274433,0.030920975549620474,0.04693618046973081,0.1423416746721113,0.36620757591120956,0.36620757591120956,0.050666251003635455,0.05730369654067096,0.12003104526910822,41.392059000467626,44.01809256773765,44.01809256773765,-15.35907906142592,46.04017294473404,60.89663272989048
2055,0.12528561438404295,0.2652029114610118,0.3053804979509383,0.03927696631205499,0.0209575576454015,0.07477149467843447,0.12360256778825414,0.18979367074131454,0.25550957357356047,0.06587544653318064,0.01848329820856271,0.09108197203893681,-1.3616598958300552,-39.732221008823196,-19.518221442696802,40.376925881979915,-13.386460624719815,17.907470595311377
2155,0.14880279890070333,0.281589599639623,0.281589599639623,0.09647637625294804,0.024374916415900536,0.15264134618956052,0.1608655404460758,0.36157060819760356,0.36157060819760356,0.11684580342576815,0.02765116228897679,0.15619349000081698,7.498648568191051,22.120439754956465,22.120439754956465,17.432741763601943,11.848492438895917,2.2741945334840006
2255,0.1677787663386996,0.3290075471798419,0.3585227824065764,0.07481310355209657,0.02372511117756665,0.14211385637688162,0.1539729019353573,0.3260903924185955,0.3520703852052471,0.02883068925508148,0.023259512360726174,0.15957624761624334,-8.966424760337663,-0.8945847007665547,-1.8327009235859968,-159.49120706127613,-2.0017565700416027,10.942976476897815
2355,0.11211221976216651,0.23085688911849442,0.23085688911849442,0.10547384308785084,0.035021604692150314,0.07720212064580491,0.17221517897784258,0.60492252614961,0.6579633027559482,0.19559324039326373,0.03783411493515144,0.0837207457233799,34.89991972392224,61.83694950361317,64.9134095850747,46.07490377694904,7.4337942035166735,7.786152668913212
2455,0.07783645224883268,0.15160266071621234,0.1999994836406895,0.03555674899955756,0.030013770205003943,0.150172726691004,0.067754626570911,0.14439612069946234,0.18435774088147114,0.0713094940976463,0.024964050877426733,0.13504392385466707,-14.879907377793883,-4.99081275995584,-8.484451308868495,50.1374263700867,-20.22796441319274,-11.202875630760262
2555,0.10155779464785669,0.1623510124594754,0.1623510124594754,0.08847859899004976,0.035483697945237425,0.08989582052549878,0.14549854204380236,0.3228600360576287,0.3228600360576287,0.03709150235701475,0.055295903254483914,0.1478483069122428,30.200129003847543,49.71473879458508,49.71473879458508,-138.54142692420942,35.82942703380097,39.19726075804333
2655,0.11896851215084225,0.22604637632990845,0.2493576175558877,0.07291546976069403,0.03265433643948908,0.02322791142342611,0.38127684847872373,0.7188766700643896,0.8102840186598927,0.2813981179412537,0.04139160519608079,0.038390770959008017,68.79734171494522,68.55561103274341,69.22589958416141,74.08814590013844,21.10879419921362,39.49610585255541
2755,0.18009335455588035,0.3069186251962523,0.38526280550691827,0.09224981396780424,0.04121730894369827,0.04682228339916249,0.12530533959559645,0.09067991816878553,0.19549389111896237,0.17753137811195988,0.05896998192608415,0.0462192809488881,-43.723607578977656,-238.46372095856387,-97.07153164825867,48.03745965987655,30.104592883609737,-1.3046556283322968
2855,0.12862762632095986,0.10173830997412377,0.20985932707222152,0.08629689788772592,0.041149562670299136,0.028966425033511014,0.8754541193530747,1.6062042671407406,1.6062042671407406,0.5328847891930912,0.03464530160724222,0.03584509120749772,85.3073252524061,93.6659170906555,86.93445588674726,83.80571192163336,-18.773861855188105,19.189980949324234
2955,0.1453470501003651,0.22749115266340722,0.22749115266340722,0.05766283747243783,0.03667606412248281,0.019274132994688692,0.12694206004879202,0.28645870275733787,0.28645870275733787,0.04579128393032794,0.04719724711361761,0.05578964069712208,-14.498732763986077,20.585009122198905,20.585009122198905,-25.92535636295462,22.291942082569417,65.4521291876989
