# v_mps,w_radps,dt_s,cmd_v,cmd_w
0.06312591095048961,-0.10188260367839125,0.05,1.0,-0.26401847182130944
0.10973926089703095,-0.1607333713751058,0.05,1.0,-0.262250976696632
0.16468396251729236,-0.2096508744573773,0.05,1.0,-0.2575298165829384
0.22416462495681283,-0.2284876306039053,0.05,1.0,-0.2575298165829384
0.27717707216863163,-0.2400092875431702,0.05,1.0,-0.24470154865114158
0.313256458037663,-0.24021661707354885,0.05,1.0,-0.2563019825491081
0.35404501573226543,-0.2467402388443936,0.05,1.0,-0.2563936589357624
0.3905231728683464,-0.2529553631021907,0.05,1.0,-0.2563936589357624
0.449928956780924,-0.24083659463487334,0.05,1.0,-0.21346144847113643
0.5054454227871041,-0.2225701291849485,0.05,1.0,-0.21535814190036703
0.566529451822094,-0.19212975639848845,0.05,1.0,-0.22183075341288064
0.6282491877213273,-0.1709775736565358,0.05,1.0,-0.22183075341288064
0.6796038338658147,-0.1735491214057508,0.05,1.0,-0.21369798666696108
0.727559336555884,-0.17842316541102424,0.05,1.0,-0.2190360935349762
0.7574499538113119,-0.2026919333690923,0.05,1.0,-0.21927139193918566
0.8001725984054914,-0.19637173322369597,0.05,1.0,-0.21927139193918566
0.849576921013093,-0.18758872910257327,0.05,1.0,-0.21036390275501235
0.9104054934739853,-0.1603664401930985,0.05,0.9734115214788284,-0.15893803861881484
0.9573146285567833,-0.14289362580314463,0.05,0.899314638676423,-0.1429408938566295
0.9785511188915376,-0.13141599821215733,0.05,0.899314638676423,-0.1429408938566295
0.9857308141683656,-0.11236557399525496,0.05,0.9437723081679237,-0.15033482831797368
0.985769294041914,-0.08992350928641252,0.05,0.8356584511180963,-0.1316407737033722
0.9823955897078281,-0.06847236973858313,0.05,0.8531808046544489,-0.13460637331054703
0.9707389119032008,-0.0584972879537462,0.05,0.8531808046544489,-0.13460637331054703
0.9506477074938604,-0.04254873363772919,0.05,0.8071089901276067,-0.12631346950849393
0.9325157343595369,-0.019400478722770037,0.05,0.7605752402761591,-0.11996374911359742
0.8606275727275977,-0.0757205961219893,0.05,0.762700634270084,-0.12041201846334346
0.8005357813450007,-0.10938031556609959,0.05,0.762700634270084,-0.12041201846334346
0.7550725224526795,-0.1213207587395489,0.05,0.7667178640262698,-0.1226133156722046
0.7510517344141138,-0.08011077899630469,0.05,0.7688111839418507,-0.12534607228421843
0.7456921100146592,-0.060038833172440915,0.05,0.8339028584824978,-0.1328579303064329
0.757136689929318,-0.04824016353385699,0.05,0.8339028584824978,-0.1328579303064329
0.7730743797590534,-0.07276898854848127,0.05,0.8848686742094789,-0.14969841456471975
0.8235536838059141,-0.07846539671755998,0.05,0.9848009580025828,-0.16354611674542494
0.8731248912175292,-0.09454686140219115,0.05,1.0,-0.25506333082358357
0.9189388054363377,-0.11043470433953267,0.05,1.0,-0.25506333082358357
0.9621803724475808,-0.12985855157287432,0.05,0.9538208960381724,-0.19044980537441028
0.9832716769379313,-0.16639805670453325,0.05,1.0,-0.21210221774110075
1.0118168372456218,-0.16320136115449266,0.05,0.9902428421645599,-0.19161263962933273
1.0262704385933552,-0.1506922324109824,0.05,0.9902428421645599,-0.19161263962933273
1.0390459792210578,-0.1275120569722113,0.05,0.9907080966927885,-0.18944495480079349
1.0392648104547892,-0.12482181409071942,0.05,0.9999999999999999,-0.20051189298520494
1.0510094188388697,-0.10618224306027342,0.05,1.0,-0.19603260704256384
1.0678726153002338,-0.08052830340535128,0.05,1.0,-0.19603260704256384
1.0794692664734922,-0.06096561762180725,0.05,0.9866514572974295,-0.15388922496330742
1.0756057971791388,-0.05892359969504205,0.05,0.8747017169821095,-0.14363379250785357
1.0559169961476074,-0.06404323803730738,0.05,0.8791335209209805,-0.1363816875193191
1.0358620064259996,-0.056001728701208904,0.05,0.8791335209209805,-0.1363816875193191
1.0123775772734862,-0.04030309272818336,0.05,0.787552785366532,-0.12030268410384984
0.9863365045250218,-0.014050462339179892,0.05,1.0,-0.17395116424677098
0.9558113020882998,-0.011738736054162296,0.05,1.0,-0.20460856953907147
0.9238335603008486,-0.03282093157003909,0.05,1.0,-0.20460856953907147
0.9040867860207877,-0.07219064079336322,0.05,1.0,-0.22695349769801346
0.9077998492306593,-0.10689607046231958,0.05,1.0,-0.25099698277950383
0.9168342839943259,-0.14984438066969447,0.05,1.0,-0.2509404187852892
