# v_mps,w_radps,dt_s,cmd_v,cmd_w
0.065,-0.001,0.01999521255493164,0.12527802047506004,0.017825768267683804
0.065,0.01,0.020003557205200195,0.12527802047506004,0.017825768267683804
0.085,0.031,0.020000219345092773,0.16486771163237096,0.01928464530734362
0.097,0.026,0.019995927810668945,0.16486771163237096,0.01928464530734362
0.097,0.026,0.019999265670776367,0.16486771163237096,0.01928464530734362
0.116,0.022,0.020003795623779297,0.16486771163237096,0.01928464530734362
0.126,0.009,0.020009994506835938,0.16486771163237096,0.01928464530734362
0.138,0.017,0.0199892520904541,0.22364392601699934,0.019496008403121826
0.138,0.017,0.019998550415039062,0.22364392601699934,0.019496008403121826
0.159,0.003,0.020001649856567383,0.22364392601699934,0.019496008403121826
0.172,-0.003,0.02008819580078125,0.22364392601699934,0.019496008403121826
0.172,-0.003,0.019913911819458008,0.22364392601699934,0.019496008403121826
0.19,0.006,0.02000570297241211,0.261387200359199,0.015534719465162048
0.201,0.008,0.019994497299194336,0.261387200359199,0.015534719465162048
0.211,0.014,0.019998550415039062,0.261387200359199,0.015534719465162048
0.22,0.018,0.020012378692626953,0.261387200359199,0.015534719465162048
0.225,0.023,0.01998448371887207,0.261387200359199,0.015534719465162048
0.231,0.016,0.01999831199645996,0.2983137820052999,0.01763358777266985
0.247,0.008,0.020009279251098633,0.2983137820052999,0.01763358777266985
0.247,0.008,0.020006656646728516,0.2983137820052999,0.01763358777266985
0.247,0.008,0.019989967346191406,0.2983137820052999,0.01763358777266985
0.263,0.014,0.019998788833618164,0.2983137820052999,0.01763358777266985
0.262,0.016,0.020000934600830078,0.33867903184031295,0.017865780730588643
0.269,0.007,0.01999664306640625,0.33867903184031295,0.017865780730588643
0.282,0.004,0.01999831199645996,0.33867903184031295,0.017865780730588643
0.3,-0.006,0.019999980926513672,0.33867903184031295,0.017865780730588643
0.3,-0.006,0.020015239715576172,0.33867903184031295,0.017865780730588643
0.317,-0.01,0.019991636276245117,0.3712471204672577,0.02633489969705099
0.318,0.0,0.019996166229248047,0.3712471204672577,0.02633489969705099
0.322,0.01,0.019997596740722656,0.3712471204672577,0.02633489969705099
0.331,0.018,0.020000696182250977,0.3712471204672577,0.02633489969705099
0.337,0.021,0.020013093948364258,0.3712471204672577,0.02633489969705099
0.342,0.016,0.01999354362487793,0.40158105946724776,0.020232663322337165
0.347,0.028,0.019994497299194336,0.40158105946724776,0.020232663322337165
0.351,0.017,0.020000696182250977,0.40158105946724776,0.020232663322337165
0.351,0.017,0.02000284194946289,0.40158105946724776,0.020232663322337165
0.372,0.008,0.019997835159301758,0.40158105946724776,0.020232663322337165
0.38,0.006,0.019998788833618164,0.4301401083438493,0.017354061341697733
0.377,0.013,0.02000117301940918,0.4301401083438493,0.017354061341697733
0.377,0.013,0.0200042724609375,0.4301401083438493,0.017354061341697733
0.377,0.013,0.01999974250793457,0.4301401083438493,0.017354061341697733
0.391,0.016,0.01999521255493164,0.4301401083438493,0.017354061341697733
0.395,0.036,0.019997358322143555,0.4560058216517897,0.027203987032279355
0.398,0.035,0.020001888275146484,0.4560058216517897,0.027203987032279355
0.405,0.023,0.02000141143798828,0.4560058216517897,0.027203987032279355
0.419,0.005,0.019997358322143555,0.4560058216517897,0.027203987032279355
0.425,0.014,0.01999950408935547,0.4560058216517897,0.027203987032279355
0.432,0.012,0.02001476287841797,0.473822617311193,0.025838978628700576
0.445,0.016,0.020000457763671875,0.473822617311193,0.025838978628700576
0.455,0.013,0.019986867904663086,0.473822617311193,0.025838978628700576
0.448,0.037,0.019998788833618164,0.473822617311193,0.025838978628700576
0.45,0.029,0.019999265670776367,0.473822617311193,0.025838978628700576
0.466,0.016,0.020007610321044922,0.5172846566580825,0.019832540983743045
0.486,0.004,0.019994735717773438,0.5172846566580825,0.019832540983743045
0.482,-0.002,0.01999688148498535,0.5172846566580825,0.019832540983743045
0.488,0.0,0.020000696182250977,0.5172846566580825,0.019832540983743045
0.504,0.0,0.020000696182250977,0.5172846566580825,0.019832540983743045
0.508,0.001,0.020017147064208984,0.5456762041591402,0.015439196047972356
0.502,0.021,0.019989967346191406,0.5456762041591402,0.015439196047972356
0.496,0.034,0.020000457763671875,0.5456762041591402,0.015439196047972356
0.496,0.034,0.02000570297241211,0.5456762041591402,0.015439196047972356
0.515,0.023,0.020005464553833008,0.5456762041591402,0.015439196047972356
0.515,0.014,0.019995450973510742,0.5635487166420498,0.013397320163824613
0.515,0.014,0.019989013671875,0.5635487166420498,0.013397320163824613
0.529,0.008,0.019968271255493164,0.5635487166420498,0.013397320163824613
0.528,0.013,0.020031213760375977,0.5635487166420498,0.013397320163824613
0.521,0.034,0.02000880241394043,0.5635487166420498,0.013397320163824613
0.532,0.029,0.020003795623779297,0.5878504082031006,0.019781022193179357
0.547,0.015,0.019984960556030273,0.5878504082031006,0.019781022193179357
0.547,0.012,0.02000570297241211,0.5878504082031006,0.019781022193179357
