# v_mps,w_radps,dt_s,cmd_v,cmd_w
0.057643383956989765,0.004175170169394542,0.05,0.1257333168811629,0.00614932400161648
0.07137806113937777,0.0038680769872383018,0.05,0.1393641334328901,0.005416863315068045
0.08722595779162744,0.003514084452494727,0.05,0.1393641334328901,0.005416863315068045
0.10479439922780844,0.0029249999999999996,0.05,0.19443993155084685,0.0010114529256466023
0.12308935133846062,0.0026667179395456985,0.05,0.19443993155084685,0.0010114529256466023
0.14226096732680346,0.0024207674983913637,0.05,0.19443993155084685,0.0010114529256466023
0.16265917952447953,0.002658265268404359,0.05,0.22317523129440084,0.00032261152073286144
0.18379615700903393,0.0024945975258026843,0.05,0.2713458784115677,0.005043577718379927
0.20615185154265406,0.0025665595296306453,0.05,0.2713458784115677,0.005043577718379927
0.22881710927542792,0.0029510997224637594,0.05,0.3142429799445581,0.001553067394598164
0.25019923690123336,0.0036778695381967682,0.05,0.3142429799445581,0.001553067394598164
0.27024892103694875,0.0034298960071513706,0.05,0.35614395479157934,0.007432844831920661
0.28966902185577337,0.0017782142771975008,0.05,0.35614395479157934,0.007432844831920661
0.308531368967449,0.0006930761987627983,0.05,0.3961452907631756,0.003914888336686126
0.3273715483540321,0.000752659650544683,0.05,0.3961452907631756,0.003914888336686126
0.34637559575609467,0.0008,0.05,0.41299661529945975,0.006022531383900376
0.3651795364862126,0.0010026886303215268,0.05,0.41299661529945975,0.006022531383900376
0.38300940763124014,0.0015580675153769132,0.05,0.44345977241485657,0.006792075113683587
0.3994361792908512,0.0024942317554593483,0.05,0.44345977241485657,0.006792075113683587
0.41529749645584396,0.003270752969347518,0.05,0.48344459389969824,0.008880380219779653
0.43107894856079937,0.004041236913647962,0.05,0.48344459389969824,0.008880380219779653
0.4471454701465856,0.004695779406506972,0.05,0.5024334818435562,0.006325852418282556
0.4629452773738289,0.004822128519322001,0.05,0.5024334818435562,0.006325852418282556
0.47832518988999473,0.005574404138292299,0.05,0.5384616013271138,0.011380832437408627
0.49306993240826835,0.00605,0.05,0.5384616013271138,0.011380832437408627
0.5076085402486559,0.0060138536910991644,0.05,0.5663109878514995,0.007273546921051789
0.5218418991000656,0.0060888426008701355,0.05,0.5663109878514995,0.007273546921051789
0.5357699046920822,0.0062788954652743005,0.05,0.5932833857562286,0.01466543529029931
0.5487946936366563,0.007041512859033516,0.05,0.5932833857562286,0.01466543529029931
0.5616480827910081,0.007275,0.05,0.6043844561476206,0.013275138935879446
0.5739825188687119,0.007355574765407958,0.05,0.6043844561476206,0.013275138935879446
0.5854211934377009,0.007770769890628351,0.05,0.6369296950116965,0.014701794728925273
0.5966380023253042,0.007980389935606963,0.05,0.6369296950116965,0.014701794728925273
0.6076446660150663,0.008133511132831122,0.05,0.6369296950116965,0.014701794728925273
0.618819162480461,0.007858328659897145,0.05,0.6524916228767383,0.015682731431037572
0.6294254672451607,0.008369145132068274,0.05,0.6700681867787798,0.020447816147036113
0.639591844028808,0.00853617918950876,0.05,0.6700681867787798,0.020447816147036113
0.6488358361642529,0.00920115888908755,0.05,0.6824773844997739,0.020495562975630138
0.6581325706093446,0.009897104987064392,0.05,0.6824773844997739,0.020495562975630138
0.6673807085136053,0.010216552544069796,0.05,0.7076947371561053,0.019565200378882822
0.6759388385177753,0.010338929902522937,0.05,0.7076947371561053,0.019565200378882822
0.68388876146789,0.010783465387823186,0.05,0.7159564386147725,0.02199134041220133
0.6918718070263308,0.01049710396393818,0.05,0.7159564386147725,0.02199134041220133
0.7000063673289498,0.010852675338288546,0.05,0.7440182916574506,0.023842940970500246
0.708022241531436,0.01121922551836793,0.05,0.7440182916574506,0.023842940970500246
0.7158557054238621,0.012221915632783915,0.05,0.7470336767475138,0.02167604886569926
0.7232335854710429,0.012541263862439788,0.05,0.7470336767475138,0.02167604886569926
0.7304406441132638,0.013146906706408347,0.05,0.7668441360232097,0.02525808644228245
0.7371482888375527,0.014296857807997332,0.05,0.7668441360232097,0.02525808644228245
0.7437313881141386,0.015571955231352356,0.05,0.7662700013961978,0.026483134641434775
0.7501170657165007,0.01691899248613513,0.05,0.7662700013961978,0.026483134641434775
0.7564352602981305,0.017876140033125605,0.05,0.7862806812353277,0.02538120774342585
0.7627950250342731,0.018760773082195863,0.05,0.7862806812353277,0.02538120774342585
0.7692644631644167,0.019333057895552085,0.05,0.793632849567687,0.029567817412429014
0.7748310908136984,0.020085683964513976,0.05,0.793632849567687,0.029567817412429014
0.7804750083467478,0.020623404876885472,0.05,0.8105417226280853,0.030523571572724235
0.7862867589545477,0.0215663193947632,0.05,0.8105417226280853,0.030523571572724235
0.7919228344017348,0.02243148726258847,0.05,0.8120049641858841,0.028958742246058423
0.7974391633280871,0.023583237051080272,0.05,0.8120049641858841,0.028958742246058423
0.8024675099827165,0.02393728768102986,0.05,0.8304819170385805,0.03281061825463395
0.8075284207389749,0.02459417759237187,0.05,0.8304819170385805,0.03281061825463395
0.8122328563341676,0.025314962757716605,0.05,0.8367237938440285,0.031531640728981965
0.8169502895890933,0.026244117051196492,0.05,0.8367237938440285,0.031531640728981965
0.8217354598132847,0.027152223652990904,0.05,0.8477308461957858,0.02995498306659434
0.8265871213386128,0.02786652335177941,0.05,0.8477308461957858,0.02995498306659434
0.8313207296434021,0.027762302452803204,0.05,0.8486638725524294,0.03144958702484318
0.8357256786885245,0.027619413114754097,0.05,0.8486638725524294,0.03144958702484318
0.8395492435167087,0.027784557193592987,0.05,0.8593020334979623,0.03162293132738489
0.843401369997735,0.028083260517124224,0.05,0.8593020334979623,0.03162293132738489
0.8469648118580654,0.028036172938064485,0.05,0.8593020334979623,0.03162293132738489
0.8505820177739101,0.027600207719908926,0.05,0.8641682193878361,0.033360324741838865
0.85416939887781,0.027833031342696827,0.05,0.8798286646454943,0.034069505962580425
0.8579624099840236,0.02809979522855712,0.05,0.8798286646454943,0.034069505962580425
0.8622500923663667,0.02828732048149693,0.05,0.8801944675868345,0.03480593832434869
0.8661091768645068,0.02861619103225576,0.05,0.8801944675868345,0.03480593832434869
0.8697901203117738,0.02930959335931448,0.05,0.8911218161119576,0.03555621175457199
