#v_mps,w_radps,dt_s,cmd_v,cmd_w
0.062,0.008,1.2159347534179688e-05,0.1393641334328901,0.005416863315068045
0.081,0.013,1.2159347534179688e-05,0.1393641334328901,0.005416863315068045
0.081,0.013,0.04401850700378418,0.19443993155084685,0.0010114529256466023
0.11,0.018,1.7642974853515625e-05,0.19443993155084685,0.0010114529256466023
0.114,0.03,9.059906005859375e-06,0.19443993155084685,0.0010114529256466023
0.114,0.025,0.0439305305480957,0.19443993155084685,0.0010114529256466023
0.131,0.019,9.059906005859375e-06,0.19443993155084685,0.0010114529256466023
0.142,0.02,0.01307821273803711,0.19443993155084685,0.0010114529256466023
0.154,0.01,0.06291770935058594,0.22317523129440084,0.00032261152073286144
0.168,0.008,1.5497207641601562e-05,0.22317523129440084,0.00032261152073286144
0.176,-0.003,0.04427504539489746,0.22317523129440084,0.00032261152073286144
0.187,0.003,0.00016069412231445312,0.22317523129440084,0.00032261152073286144
0.187,0.003,0.04763031005859375,0.2713458784115677,0.005043577718379927
0.193,-0.002,3.3855438232421875e-05,0.2713458784115677,0.005043577718379927
0.203,-0.009,0.04389309883117676,0.2713458784115677,0.005043577718379927
0.218,-0.005,1.0728836059570312e-05,0.2713458784115677,0.005043577718379927
0.218,-0.005,0.04797625541687012,0.3142429799445581,0.001553067394598164
0.246,-0.001,1.049041748046875e-05,0.3142429799445581,0.001553067394598164
0.251,-0.008,9.059906005859375e-06,0.3142429799445581,0.001553067394598164
0.264,-0.007,0.04404282569885254,0.3142429799445581,0.001553067394598164
0.282,-0.011,1.8596649169921875e-05,0.3142429799445581,0.001553067394598164
0.282,-0.011,0.00911402702331543,0.3142429799445581,0.001553067394598164
0.292,-0.008,0.06281566619873047,0.35614395479157934,0.007432844831920661
0.298,-0.003,1.239776611328125e-05,0.35614395479157934,0.007432844831920661
0.3,-0.006,0.04397273063659668,0.35614395479157934,0.007432844831920661
0.311,-0.004,8.821487426757812e-06,0.35614395479157934,0.007432844831920661
0.323,0.003,0.04407167434692383,0.3961452907631756,0.003914888336686126
0.326,0.005,2.6702880859375e-05,0.3961452907631756,0.003914888336686126
0.33,0.003,0.04387664794921875,0.3961452907631756,0.003914888336686126
0.33,0.003,7.152557373046875e-06,0.3961452907631756,0.003914888336686126
0.346,-0.008,0.04407763481140137,0.41299661529945975,0.006022531383900376
0.346,-0.008,1.3113021850585938e-05,0.41299661529945975,0.006022531383900376
0.362,0.004,0.0439152717590332,0.41299661529945975,0.006022531383900376
0.364,0.007,8.58306884765625e-06,0.41299661529945975,0.006022531383900376
0.364,0.007,5.245208740234375e-06,0.41299661529945975,0.006022531383900376
0.381,0.008,0.04407548904418945,0.44345977241485657,0.006792075113683587
0.381,0.008,1.5974044799804688e-05,0.44345977241485657,0.006792075113683587
0.391,0.015,0.01309347152709961,0.44345977241485657,0.006792075113683587
0.392,0.012,0.02011561393737793,0.44345977241485657,0.006792075113683587
0.395,0.015,0.04270005226135254,0.44345977241485657,0.006792075113683587
0.41,0.006,1.3589859008789062e-05,0.44345977241485657,0.006792075113683587
0.421,-0.003,0.0441129207611084,0.48344459389969824,0.008880380219779653
0.421,-0.003,2.193450927734375e-05,0.48344459389969824,0.008880380219779653
0.429,0.002,0.043854475021362305,0.48344459389969824,0.008880380219779653
0.432,0.0,1.0251998901367188e-05,0.48344459389969824,0.008880380219779653
0.443,0.001,0.04402017593383789,0.5024334818435562,0.006325852418282556
0.451,0.009,1.5497207641601562e-05,0.5024334818435562,0.006325852418282556
0.456,0.01,0.043961524963378906,0.5024334818435562,0.006325852418282556
0.473,0.012,8.58306884765625e-06,0.5024334818435562,0.006325852418282556
0.48,0.0,0.04406094551086426,0.5384616013271138,0.011380832437408627
0.49,0.001,1.8835067749023438e-05,0.5384616013271138,0.011380832437408627
0.494,0.003,9.059906005859375e-06,0.5384616013271138,0.011380832437408627
0.494,0.003,0.04392862319946289,0.5384616013271138,0.011380832437408627
0.498,-0.005,1.52587890625e-05,0.5384616013271138,0.011380832437408627
0.505,0.003,0.013070106506347656,0.5384616013271138,0.011380832437408627
0.505,0.005,0.019999265670776367,0.5384616013271138,0.011380832437408627
0.511,0.011,0.04285836219787598,0.5663109878514995,0.007273546921051789
0.516,0.013,7.867813110351562e-06,0.5663109878514995,0.007273546921051789
0.522,0.003,0.044020652770996094,0.5663109878514995,0.007273546921051789
0.535,0.003,7.62939453125e-06,0.5663109878514995,0.007273546921051789
0.537,0.003,0.044930219650268555,0.5932833857562286,0.01466543529029931
0.537,0.003,2.8133392333984375e-05,0.5932833857562286,0.01466543529029931
0.549,0.009,0.04305243492126465,0.5932833857562286,0.01466543529029931
0.548,0.012,1.239776611328125e-05,0.5932833857562286,0.01466543529029931
0.556,0.005,0.047924041748046875,0.6043844561476206,0.013275138935879446
0.572,0.007,1.52587890625e-05,0.6043844561476206,0.013275138935879446
0.575,0.006,8.106231689453125e-06,0.6043844561476206,0.013275138935879446
0.58,0.004,0.04400134086608887,0.6043844561476206,0.013275138935879446
0.582,0.008,1.049041748046875e-05,0.6043844561476206,0.013275138935879446
0.582,0.008,0.013125181198120117,0.6043844561476206,0.013275138935879446
0.585,0.011,0.019982337951660156,0.6043844561476206,0.013275138935879446
0.592,0.01,0.04294705390930176,0.6369296950116965,0.014701794728925273
0.592,0.01,2.002716064453125e-05,0.6369296950116965,0.014701794728925273
0.598,0.007,0.04394936561584473,0.6369296950116965,0.014701794728925273
0.603,0.006,1.0013580322265625e-05,0.6369296950116965,0.014701794728925273
0.609,0.007,0.04400801658630371,0.6524916228767383,0.015682731431037572
0.606,0.01,1.5020370483398438e-05,0.6524916228767383,0.015682731431037572
0.619,0.015,0.04393267631530762,0.6524916228767383,0.015682731431037572
0.622,0.014,7.867813110351562e-06,0.6524916228767383,0.015682731431037572
0.622,0.013,0.04405331611633301,0.6700681867787798,0.020447816147036113
0.632,0.011,1.4781951904296875e-05,0.6700681867787798,0.020447816147036113
0.626,0.012,0.047989606857299805,0.6700681867787798,0.020447816147036113
0.633,0.012,2.3365020751953125e-05,0.6700681867787798,0.020447816147036113
0.636,0.008,1.1682510375976562e-05,0.6700681867787798,0.020447816147036113
0.636,0.008,0.04392290115356445,0.6700681867787798,0.020447816147036113
0.651,0.001,2.2172927856445312e-05,0.6700681867787798,0.020447816147036113
0.653,0.009,0.00903177261352539,0.6824773844997739,0.020495562975630138
0.658,0.014,0.02010202407836914,0.6824773844997739,0.020495562975630138
0.66,0.011,0.042894601821899414,0.6824773844997739,0.020495562975630138
0.666,0.008,1.7881393432617188e-05,0.6824773844997739,0.020495562975630138
0.67,0.009,0.04799962043762207,0.7076947371561053,0.019565200378882822
0.674,0.006,2.193450927734375e-05,0.7076947371561053,0.019565200378882822
0.675,0.003,0.04392886161804199,0.7076947371561053,0.019565200378882822
0.675,0.003,3.790855407714844e-05,0.7076947371561053,0.019565200378882822
0.677,0.004,0.047959089279174805,0.7159564386147725,0.02199134041220133
0.684,0.01,1.33514404296875e-05,0.7159564386147725,0.02199134041220133
0.691,0.005,2.6464462280273438e-05,0.7159564386147725,0.02199134041220133
0.692,0.004,0.0439152717590332,0.7159564386147725,0.02199134041220133
0.703,0.006,1.0013580322265625e-05,0.7159564386147725,0.02199134041220133
0.702,0.01,0.013165950775146484,0.7159564386147725,0.02199134041220133
0.707,0.013,0.019949674606323242,0.7159564386147725,0.02199134041220133
0.707,0.013,0.04290413856506348,0.7440182916574506,0.023842940970500246
0.71,0.01,1.0967254638671875e-05,0.7440182916574506,0.023842940970500246
0.706,0.01,0.04798293113708496,0.7440182916574506,0.023842940970500246
0.711,0.018,7.867813110351562e-06,0.7440182916574506,0.023842940970500246
0.711,0.018,0.04808616638183594,0.7470336767475138,0.02167604886569926
0.721,0.017,3.0040740966796875e-05,0.7470336767475138,0.02167604886569926
0.729,0.02,0.044014692306518555,0.7470336767475138,0.02167604886569926
0.733,0.013,2.4080276489257812e-05,0.7470336767475138,0.02167604886569926
0.733,0.013,1.5974044799804688e-05,0.7470336767475138,0.02167604886569926
0.732,0.016,0.043810367584228516,0.7668441360232097,0.02525808644228245
0.73,0.016,1.7881393432617188e-05,0.7668441360232097,0.02525808644228245
0.731,0.009,0.01314401626586914,0.7668441360232097,0.02525808644228245
0.731,0.009,0.020012617111206055,0.7668441360232097,0.02525808644228245
0.732,0.016,0.04284071922302246,0.7668441360232097,0.02525808644228245
0.732,0.016,7.3909759521484375e-06,0.7668441360232097,0.02525808644228245
0.738,0.004,0.0479588508605957,0.7662700013961978,0.026483134641434775
0.738,0.004,7.3909759521484375e-06,0.7662700013961978,0.026483134641434775
0.757,0.019,0.04802560806274414,0.7662700013961978,0.026483134641434775
0.755,0.019,9.5367431640625e-06,0.7662700013961978,0.026483134641434775
0.758,0.017,0.04400634765625,0.7862806812353277,0.02538120774342585
0.757,0.016,1.6927719116210938e-05,0.7862806812353277,0.02538120774342585
0.761,0.016,1.3589859008789062e-05,0.7862806812353277,0.02538120774342585
0.762,0.018,0.04395723342895508,0.7862806812353277,0.02538120774342585
0.766,0.02,1.6450881958007812e-05,0.7862806812353277,0.02538120774342585
0.773,0.023,0.01308441162109375,0.7862806812353277,0.02538120774342585
0.773,0.023,0.019968748092651367,0.793632849567687,0.029567817412429014
